Age.value,Asset.value,Satisfaction.value,Height.value,Weight.value,SystolicBP.value,DiastolicBP.value
80.03503504,0.553914466,6.709696772,1.623553693,69.73237982,141.172678,79.98048375
80.09009009,0.552187711,6.708285775,1.623378006,69.71339685,141.1995423,79.98351957
80.14514515,0.550461256,6.706866101,1.623202186,69.69433526,141.2264065,79.98655539
80.2002002,0.548735175,6.705437784,1.623026239,69.67519491,141.2532708,79.9895912
80.25525526,0.547009547,6.704000859,1.622850173,69.65597569,141.280135,79.99262702
80.31031031,0.54528445,6.70255536,1.622673995,69.63667749,141.3069993,79.99566284
80.36536537,0.543559959,6.701101321,1.622497712,69.61730018,141.3338636,79.99869865
80.42042042,0.541836155,6.699638778,1.622321331,69.59784366,141.3607278,80.00173447
80.47547548,0.540113115,6.698167767,1.622144859,69.5783078,141.3875921,80.00477029
80.53053053,0.538390919,6.696688325,1.621968305,69.5586925,141.4144563,80.0078061
80.58558559,0.536669645,6.695200488,1.621791674,69.53899765,141.4413206,80.01084192
80.64064064,0.534949374,6.693704295,1.621614976,69.51922314,141.4681848,80.01387774
80.6956957,0.533230185,6.692199783,1.621438216,69.49936886,141.4950491,80.01691355
80.75075075,0.531512159,6.690686991,1.621261404,69.4794347,141.5219133,80.01994937
80.80580581,0.529795377,6.689165958,1.621084547,69.45942056,141.5487776,80.02298518
80.86086086,0.528079919,6.687636723,1.620907652,69.43932634,141.5756418,80.026021
80.91591592,0.526365869,6.686099327,1.620730728,69.41915193,141.6025061,80.02905682
80.97097097,0.524653307,6.684553811,1.620553782,69.39889723,141.6293703,80.03209263
81.02602603,0.522942317,6.683000216,1.620376823,69.37856215,141.6562346,80.03512845
81.08108108,0.52123298,6.681438584,1.620199858,69.35814658,141.6830989,80.03816427
81.13613614,0.519525381,6.679868956,1.620022897,69.33765044,141.7099631,80.04120008
81.19119119,0.517819602,6.678291376,1.619845946,69.31707361,141.7368274,80.0442359
81.24624625,0.516115729,6.676705887,1.619669014,69.29641602,141.7636916,80.04727172
81.3013013,0.514413844,6.675112534,1.619492111,69.27567757,141.7905559,80.05030753
81.35635636,0.512714033,6.67351136,1.619315244,69.25485817,141.8174201,80.05334335
81.41141141,0.511016382,6.67190241,1.619138421,69.23395772,141.8442844,80.05637917
81.46646647,0.509320975,6.670285731,1.618961652,69.21297615,141.8711486,80.05941498
81.52152152,0.507627899,6.668661368,1.618784945,69.19191337,141.8980129,80.0624508
81.57657658,0.50593724,6.667029368,1.61860831,69.17076928,141.9248771,80.06548662
81.63163163,0.504249084,6.665389778,1.618431754,69.14954382,141.9517414,80.06852243
81.68668669,0.50256352,6.663742647,1.618255286,69.12823688,141.9786057,80.07155825
81.74174174,0.500880634,6.662088021,1.618078917,69.10684841,142.0054699,80.07459406
